WorkOrderID,Date,TruckID,DriverID,IssueType,RepairReason,LaborHours,Mechanic,IsWarranty,VendorUsed,LaborCost,PartsCost,TotalCost
WO00228,2/11/2024,2501,1,Preventative,Brake Pad Replacement,3.38,Tech_2,FALSE,FALSE,108.16,251.75,359.91
WO00229,2/3/2024,2501,1,Reactive,Roadside Repair,4.32,Lead_1,FALSE,FALSE,172.8,125.3,298.1
WO00230,2/24/2024,2501,1,Preventative,Brake Pad Replacement,1.55,Vendor,FALSE,TRUE,0,484.16,484.16
WO00231,2/11/2024,2501,1,Reactive,Engine Overheating,1.12,Lead_1,FALSE,FALSE,44.8,506.2,551
WO00232,2/2/2024,2501,1,Preventative,Air Filter Replacement,3.41,Vendor,FALSE,TRUE,0,406.48,406.48
WO00233,2/11/2024,2501,1,Reactive,Broken Headlight,0.8,Tech_1,FALSE,FALSE,25.6,80.66,106.26
WO00234,2/12/2024,2501,1,Reactive,Air Hose Leak,2.86,Lead_1,FALSE,FALSE,114.4,301.56,415.96
WO00235,2/12/2024,2501,1,Reactive,Transmission Trouble,3.66,Lead_2,FALSE,FALSE,146.4,558.64,705.04
WO00236,2/17/2024,2501,1,Preventative,Brake Pad Replacement,3.99,Lead_2,FALSE,FALSE,159.6,591.14,750.74
WO00237,2/21/2024,2501,1,Reactive,Suspension Issue,3.05,Lead_2,FALSE,FALSE,122,784.85,906.85
WO00238,2/25/2024,2502,2,Reactive,Electrical Fault,0.71,Assistant,FALSE,FALSE,15.62,542.54,558.16
WO00239,2/10/2024,2502,2,Reactive,Broken Headlight,2.72,Tech_2,FALSE,FALSE,87.04,389.1,476.14
WO00240,2/7/2024,2502,2,Preventative,Oil Change,1.69,Lead_2,FALSE,FALSE,67.6,741.03,808.63
WO00241,2/18/2024,2502,2,Reactive,Tire Repair,3.48,Tech_2,FALSE,FALSE,111.36,62.81,174.17
WO00242,2/3/2024,2502,2,Preventative,Tire Replacement,0.65,Lead_2,FALSE,FALSE,26,485.09,511.09
WO00243,2/3/2024,2502,2,Reactive,Check Engine Light,4.04,Tech_1,FALSE,FALSE,129.28,433.61,562.89
WO00244,2/26/2024,2502,2,Reactive,Fuel System Issue,1.76,Vendor,FALSE,TRUE,0,440.8,440.8
WO00245,2/22/2024,2503,3,Preventative,Tire Replacement,4.04,Lead_2,FALSE,FALSE,161.6,500.37,661.97
WO00246,2/2/2024,2503,3,Preventative,Oil Change,0.59,Lead_1,FALSE,FALSE,23.6,702.27,725.87
WO00247,2/13/2024,2503,3,Preventative,Tire Replacement,0.78,Tech_2,FALSE,FALSE,24.96,27.4,52.36
WO00248,2/17/2024,2503,3,Preventative,Tire Replacement,3.01,Assistant,FALSE,FALSE,66.22,701.47,767.69
WO00249,2/15/2024,2503,3,Preventative,Tire Replacement,1.85,Vendor,FALSE,TRUE,0,427.56,427.56
WO00250,2/1/2024,2503,3,Preventative,Brake Pad Replacement,1.92,Vendor,FALSE,TRUE,0,244.05,244.05
WO00251,2/4/2024,2503,3,Reactive,Fuel System Issue,1.61,Assistant,FALSE,FALSE,35.42,730.06,765.48
WO00252,2/15/2024,2503,3,Reactive,Tire Repair,3.22,Lead_1,FALSE,FALSE,128.8,190.24,319.04
WO00253,2/26/2024,2503,3,Reactive,Transmission Trouble,2.85,Lead_1,FALSE,FALSE,114,786.22,900.22
WO00254,2/14/2024,2503,3,Reactive,Broken Headlight,4.46,Lead_2,FALSE,FALSE,178.4,599.82,778.22
WO00255,2/27/2024,2504,4,Preventative,Tire Replacement,1.42,Lead_2,FALSE,FALSE,56.8,667.9,724.7
WO00256,2/14/2024,2504,4,Preventative,Brake Pad Replacement,1.38,Tech_2,FALSE,FALSE,44.16,165.42,209.58
WO00257,2/3/2024,2504,4,Reactive,Engine Overheating,3.02,Tech_2,FALSE,FALSE,96.64,188.73,285.37
WO00258,2/9/2024,2504,4,Reactive,Roadside Repair,1.2,Tech_2,FALSE,FALSE,38.4,329.07,367.47
WO00259,2/18/2024,2504,4,Reactive,Coolant Leak,4.09,Lead_2,FALSE,FALSE,163.6,381.44,545.04
WO00260,2/13/2024,2504,4,Preventative,Brake Pad Replacement,2.87,Tech_2,FALSE,FALSE,91.84,472.47,564.31
WO00261,2/2/2024,2504,4,Reactive,Tire Repair,1.59,Lead_1,FALSE,FALSE,63.6,391.81,455.41
WO00262,2/3/2024,2504,4,Reactive,Roadside Repair,3.74,Lead_2,FALSE,FALSE,149.6,531.09,680.69
WO00263,2/5/2024,2504,4,Reactive,Fuel System Issue,1.51,Tech_2,FALSE,FALSE,48.32,23.96,72.28
WO00264,2/5/2024,2505,5,Preventative,Oil Change,4.35,Lead_1,FALSE,FALSE,174,105.39,279.39
WO00265,2/28/2024,2505,5,Preventative,Oil Change,2.48,Tech_2,FALSE,FALSE,79.36,394.86,474.22
WO00266,2/19/2024,2505,5,Reactive,Engine Overheating,3.21,Tech_1,FALSE,FALSE,102.72,461.27,563.99
WO00267,2/13/2024,2505,5,Reactive,Fuel System Issue,3.97,Tech_2,FALSE,FALSE,127.04,211.32,338.36
WO00268,2/27/2024,2505,5,Reactive,Blown Tire - Curb Damage,3.85,Tech_1,FALSE,FALSE,123.2,564.03,687.23
WO00269,2/10/2024,2505,5,Preventative,Air Filter Replacement,1.26,Tech_2,FALSE,FALSE,40.32,707.68,748
WO00270,2/13/2024,2505,5,Reactive,Blown Tire - Curb Damage,3.8,Vendor,FALSE,TRUE,0,120.52,120.52
WO00271,2/11/2024,2505,5,Preventative,Brake Pad Replacement,0.5,Tech_2,FALSE,FALSE,16,453.82,469.82
WO00272,2/12/2024,2506,6,Preventative,Oil Change,2.97,Lead_2,FALSE,FALSE,118.8,785.33,904.13
WO00273,2/17/2024,2506,6,Preventative,Air Filter Replacement,0.54,Lead_2,FALSE,FALSE,21.6,658.57,680.17
WO00274,2/16/2024,2506,6,Preventative,Air Filter Replacement,2.67,Tech_1,FALSE,FALSE,85.44,771.13,856.57
WO00275,2/28/2024,2506,6,Reactive,Electrical Fault,0.91,Lead_2,FALSE,FALSE,36.4,751.04,787.44
WO00276,2/4/2024,2506,6,Preventative,Oil Change,3.33,Lead_1,FALSE,FALSE,133.2,72.53,205.73
WO00277,2/10/2024,2506,6,Reactive,Tire Repair,0.8,Vendor,FALSE,TRUE,0,684.88,684.88
WO00278,2/14/2024,2506,6,Reactive,Turbo Failure,3.5,Assistant,FALSE,FALSE,77,121.47,198.47
WO00279,2/12/2024,2506,6,Preventative,Oil Change,1.79,Vendor,FALSE,TRUE,0,401.14,401.14
WO00280,2/19/2024,2506,6,Preventative,Brake Pad Replacement,1.14,Vendor,FALSE,TRUE,0,385.46,385.46
WO00281,2/4/2024,2506,6,Reactive,Tire Repair,1.15,Lead_1,FALSE,FALSE,46,639.95,685.95
WO00282,2/11/2024,2507,7,Preventative,Brake Pad Replacement,3.22,Vendor,FALSE,TRUE,0,530.52,530.52
WO00283,2/27/2024,2507,7,Reactive,Blown Tire - Curb Damage,0.63,Assistant,FALSE,FALSE,13.86,590.39,604.25
WO00284,2/15/2024,2507,7,Preventative,Tire Replacement,2.09,Tech_2,FALSE,FALSE,66.88,233.89,300.77
WO00285,2/3/2024,2507,7,Preventative,Tire Replacement,3.4,Assistant,FALSE,FALSE,74.8,601.75,676.55
WO00286,2/3/2024,2507,7,Preventative,Oil Change,1.97,Assistant,FALSE,FALSE,43.34,694.2,737.54
WO00287,2/16/2024,2507,7,Reactive,Check Engine Light,1.31,Lead_2,FALSE,FALSE,52.4,91.11,143.51
WO00288,2/8/2024,2507,7,Reactive,Suspension Issue,3.54,Lead_1,FALSE,FALSE,141.6,508.45,650.05
WO00289,2/12/2024,2507,7,Preventative,Oil Change,2.97,Assistant,FALSE,FALSE,65.34,641.3,706.64
WO00290,2/25/2024,2507,7,Preventative,Oil Change,2.93,Lead_1,FALSE,FALSE,117.2,213.08,330.28
WO00291,2/9/2024,2507,7,Preventative,Brake Pad Replacement,0.76,Lead_2,FALSE,FALSE,30.4,473.94,504.34
WO00292,2/2/2024,2508,8,Reactive,Transmission Trouble,2.32,Lead_1,FALSE,FALSE,92.8,29.06,121.86
WO00293,2/18/2024,2508,8,Reactive,Air Hose Leak,4.4,Assistant,FALSE,FALSE,96.8,583.07,679.87
WO00294,2/11/2024,2508,8,Reactive,Air Hose Leak,3.62,Lead_1,FALSE,FALSE,144.8,50.9,195.7
WO00295,2/22/2024,2508,8,Reactive,Suspension Issue,0.91,Vendor,FALSE,TRUE,0,465.31,465.31
WO00296,2/15/2024,2508,8,Reactive,Coolant Leak,3.31,Tech_2,FALSE,FALSE,105.92,456.53,562.45
WO00297,2/18/2024,2508,8,Preventative,Tire Replacement,0.85,Lead_1,FALSE,FALSE,34,293.49,327.49
WO00298,2/1/2024,2508,8,Reactive,Engine Overheating,1.79,Assistant,FALSE,FALSE,39.38,782.42,821.8
WO00299,2/26/2024,2508,8,Reactive,Air Hose Leak,1.3,Lead_2,FALSE,FALSE,52,150.64,202.64
WO00300,2/17/2024,2508,8,Reactive,Roadside Repair,4.08,Vendor,FALSE,TRUE,0,483.93,483.93
WO00301,2/9/2024,2508,8,Preventative,Oil Change,3.34,Assistant,FALSE,FALSE,73.48,699.36,772.84
WO00302,2/28/2024,2509,9,Reactive,Transmission Trouble,3.76,Lead_1,FALSE,FALSE,150.4,82.49,232.89
WO00303,2/20/2024,2509,9,Reactive,Check Engine Light,3.64,Assistant,FALSE,FALSE,80.08,395.1,475.18
WO00304,2/9/2024,2509,9,Preventative,Air Filter Replacement,3.4,Lead_1,FALSE,FALSE,136,482.76,618.76
WO00305,2/12/2024,2509,9,Preventative,Air Filter Replacement,1.38,Tech_2,FALSE,FALSE,44.16,781.17,825.33
WO00306,2/4/2024,2509,9,Reactive,Suspension Issue,2.23,Assistant,FALSE,FALSE,49.06,54.06,103.12
WO00307,2/12/2024,2509,9,Reactive,Check Engine Light,1.41,Assistant,FALSE,FALSE,31.02,797.14,828.16
WO00308,2/9/2024,2509,9,Reactive,Coolant Leak,2.11,Vendor,FALSE,TRUE,0,192.04,192.04
WO00309,2/15/2024,2510,10,Preventative,Brake Pad Replacement,3.97,Tech_1,FALSE,FALSE,127.04,587.19,714.23
WO00310,2/24/2024,2510,10,Reactive,Tire Repair,1.98,Tech_1,FALSE,FALSE,63.36,790.37,853.73
WO00311,2/24/2024,2510,10,Reactive,Check Engine Light,2.85,Lead_2,FALSE,FALSE,114,42.93,156.93
WO00312,2/2/2024,2510,10,Reactive,Coolant Leak,4.1,Tech_1,FALSE,FALSE,131.2,348.94,480.14
WO00313,2/10/2024,2510,10,Reactive,EGR Valve Replacement,1.94,Lead_2,FALSE,FALSE,77.6,319.4,397
WO00314,2/18/2024,2510,10,Reactive,Electrical Fault,1.03,Tech_1,FALSE,FALSE,32.96,578.34,611.3
WO00315,2/16/2024,2510,10,Reactive,Broken Headlight,1.99,Tech_2,FALSE,FALSE,63.68,419.84,483.52
WO00316,2/5/2024,2510,10,Reactive,Engine Overheating,1.49,Lead_2,FALSE,FALSE,59.6,699.18,758.78
WO00317,2/15/2024,2510,10,Reactive,Broken Headlight,3.15,Tech_1,FALSE,FALSE,100.8,94.3,195.1
WO00318,2/17/2024,2510,10,Preventative,Tire Replacement,1.53,Tech_2,FALSE,FALSE,48.96,532.25,581.21
WO00319,2/1/2024,2510,10,Reactive,Suspension Issue,4.38,Vendor,FALSE,TRUE,0,373.96,373.96
WO00320,2/10/2024,2511,11,Preventative,Oil Change,2.58,Lead_1,FALSE,FALSE,103.2,282.86,386.06
WO00321,2/9/2024,2511,11,Reactive,Tire Repair,2.97,Lead_1,FALSE,FALSE,118.8,571.29,690.09
WO00322,2/22/2024,2511,11,Preventative,Air Filter Replacement,3.45,Vendor,FALSE,TRUE,0,537.77,537.77
WO00323,2/5/2024,2511,11,Reactive,Transmission Trouble,2.29,Assistant,FALSE,FALSE,50.38,694.09,744.47
WO00324,2/6/2024,2511,11,Preventative,Brake Pad Replacement,1.58,Vendor,FALSE,TRUE,0,64.53,64.53
WO00325,2/5/2024,2511,11,Reactive,Roadside Repair,0.99,Vendor,FALSE,TRUE,0,372.72,372.72
WO00326,2/21/2024,2511,11,Preventative,Oil Change,2.84,Vendor,FALSE,TRUE,0,556.8,556.8
WO00327,2/20/2024,2511,11,Reactive,Turbo Failure,0.52,Assistant,FALSE,FALSE,11.44,762.41,773.85
WO00328,2/25/2024,2512,12,Reactive,Broken Headlight,2.59,Lead_2,FALSE,FALSE,103.6,287.27,390.87
WO00329,2/6/2024,2512,12,Preventative,Air Filter Replacement,1.73,Vendor,FALSE,TRUE,0,569.65,569.65
WO00330,2/10/2024,2512,12,Reactive,Fuel System Issue,1.25,Tech_1,FALSE,FALSE,40,590.05,630.05
WO00331,2/6/2024,2512,12,Reactive,Blown Tire - Curb Damage,3.27,Lead_2,FALSE,FALSE,130.8,673.73,804.53
WO00332,2/26/2024,2512,12,Preventative,Tire Replacement,1.48,Vendor,FALSE,TRUE,0,668.08,668.08
WO00333,2/15/2024,2512,12,Reactive,Check Engine Light,4.22,Vendor,FALSE,TRUE,0,557.83,557.83
WO00334,2/1/2024,2512,12,Reactive,Broken Headlight,3.81,Lead_2,FALSE,FALSE,152.4,540.24,692.64
WO00335,2/26/2024,2513,13,Preventative,Tire Replacement,2.92,Tech_1,FALSE,FALSE,93.44,268.13,361.57
WO00336,2/1/2024,2513,13,Preventative,Tire Replacement,3.63,Tech_1,FALSE,FALSE,116.16,462.27,578.43
WO00337,2/9/2024,2513,13,Preventative,Air Filter Replacement,3.56,Lead_2,FALSE,FALSE,142.4,742.03,884.43
WO00338,2/19/2024,2513,13,Reactive,Transmission Trouble,3.69,Tech_2,FALSE,FALSE,118.08,359.75,477.83
WO00339,2/11/2024,2513,13,Preventative,Tire Replacement,3.1,Assistant,FALSE,FALSE,68.2,276.14,344.34
WO00340,2/1/2024,2513,13,Preventative,Tire Replacement,3.28,Tech_1,FALSE,FALSE,104.96,323.08,428.04
WO00341,2/1/2024,2514,14,Preventative,Brake Pad Replacement,1.41,Assistant,FALSE,FALSE,31.02,77.09,108.11
WO00342,2/3/2024,2514,14,Preventative,Air Filter Replacement,3.54,Assistant,FALSE,FALSE,77.88,410.35,488.23
WO00343,2/21/2024,2514,14,Reactive,Blown Tire - Curb Damage,2.42,Lead_1,FALSE,FALSE,96.8,40,136.8
WO00344,2/26/2024,2514,14,Preventative,Air Filter Replacement,2.61,Vendor,FALSE,TRUE,0,211.93,211.93
WO00345,2/4/2024,2514,14,Reactive,Broken Headlight,3.75,Tech_1,FALSE,FALSE,120,580.14,700.14
WO00346,2/27/2024,2514,14,Reactive,Coolant Leak,2.22,Lead_1,FALSE,FALSE,88.8,719.44,808.24
WO00347,2/28/2024,2515,15,Reactive,Roadside Repair,2.02,Lead_2,FALSE,FALSE,80.8,173.78,254.58
WO00348,2/13/2024,2515,15,Preventative,Tire Replacement,2.44,Vendor,FALSE,TRUE,0,220.29,220.29
WO00349,2/20/2024,2515,15,Reactive,Air Hose Leak,2.63,Lead_1,FALSE,FALSE,105.2,473.13,578.33
WO00350,2/10/2024,2515,15,Reactive,Broken Headlight,1.59,Lead_1,FALSE,FALSE,63.6,342.57,406.17
WO00351,2/25/2024,2515,15,Reactive,Coolant Leak,3.94,Vendor,FALSE,TRUE,0,643.83,643.83
WO00352,2/7/2024,2515,15,Preventative,Brake Pad Replacement,1.24,Lead_2,FALSE,FALSE,49.6,735.85,785.45
WO00353,2/20/2024,2515,15,Reactive,Coolant Leak,2.7,Tech_1,FALSE,FALSE,86.4,53.86,140.26
WO00354,2/10/2024,2515,15,Preventative,Air Filter Replacement,3.05,Vendor,FALSE,TRUE,0,421.84,421.84
WO00355,2/28/2024,2515,15,Preventative,Brake Pad Replacement,2.94,Assistant,FALSE,FALSE,64.68,340.6,405.28
WO00356,2/10/2024,2515,15,Reactive,Blown Tire - Curb Damage,1.45,Lead_2,FALSE,FALSE,58,628.81,686.81
WO00357,2/24/2024,2516,16,Reactive,Engine Overheating,3.17,Tech_1,FALSE,FALSE,101.44,94.52,195.96
WO00358,2/4/2024,2516,16,Preventative,Air Filter Replacement,1.11,Lead_2,FALSE,FALSE,44.4,203.48,247.88
WO00359,2/12/2024,2516,16,Reactive,Blown Tire - Curb Damage,0.88,Tech_1,FALSE,FALSE,28.16,38.44,66.6
WO00360,2/15/2024,2516,16,Preventative,Brake Pad Replacement,3.05,Assistant,FALSE,FALSE,67.1,220.37,287.47
WO00361,2/13/2024,2516,16,Reactive,Broken Headlight,4.45,Tech_2,FALSE,FALSE,142.4,126.42,268.82
WO00362,2/21/2024,2516,16,Reactive,Air Hose Leak,2.28,Tech_1,FALSE,FALSE,72.96,585.12,658.08
WO00363,2/11/2024,2516,16,Reactive,EGR Valve Replacement,0.92,Vendor,FALSE,TRUE,0,584.98,584.98
WO00364,2/7/2024,2517,17,Reactive,Suspension Issue,3.08,Lead_1,FALSE,FALSE,123.2,484.69,607.89
WO00365,2/9/2024,2517,17,Preventative,Tire Replacement,1.92,Tech_2,FALSE,FALSE,61.44,74.15,135.59
WO00366,2/17/2024,2517,17,Reactive,Engine Overheating,0.78,Tech_1,FALSE,FALSE,24.96,519.33,544.29
WO00367,2/8/2024,2517,17,Reactive,Blown Tire - Curb Damage,2.63,Lead_1,FALSE,FALSE,105.2,272.98,378.18
WO00368,2/3/2024,2517,17,Preventative,Brake Pad Replacement,2.01,Vendor,FALSE,TRUE,0,303.1,303.1
WO00369,2/3/2024,2517,17,Reactive,Fuel System Issue,0.74,Tech_1,FALSE,FALSE,23.68,458.59,482.27
WO00370,2/4/2024,2517,17,Reactive,Turbo Failure,3.52,Lead_2,FALSE,FALSE,140.8,152.97,293.77
WO00371,2/25/2024,2518,18,Reactive,Engine Overheating,1.7,Vendor,FALSE,TRUE,0,785.36,785.36
WO00372,2/3/2024,2518,18,Reactive,Roadside Repair,2.1,Lead_2,FALSE,FALSE,84,138.88,222.88
WO00373,2/5/2024,2518,18,Reactive,Fuel System Issue,1.47,Tech_2,FALSE,FALSE,47.04,543.82,590.86
WO00374,2/20/2024,2518,18,Reactive,Electrical Fault,3.52,Vendor,FALSE,TRUE,0,119.62,119.62
WO00375,2/16/2024,2518,18,Reactive,Coolant Leak,0.75,Tech_2,FALSE,FALSE,24,111.77,135.77
WO00376,2/23/2024,2518,18,Preventative,Brake Pad Replacement,0.85,Assistant,FALSE,FALSE,18.7,750.83,769.53
WO00377,2/9/2024,2518,18,Reactive,Coolant Leak,1.62,Lead_1,FALSE,FALSE,64.8,755.06,819.86
WO00378,2/23/2024,2519,19,Preventative,Air Filter Replacement,2.8,Lead_1,FALSE,FALSE,112,461.93,573.93
WO00379,2/20/2024,2519,19,Preventative,Brake Pad Replacement,0.97,Lead_1,FALSE,FALSE,38.8,657.61,696.41
WO00380,2/3/2024,2519,19,Reactive,Air Hose Leak,3.39,Lead_2,FALSE,FALSE,135.6,130.2,265.8
WO00381,2/7/2024,2519,19,Preventative,Tire Replacement,2.11,Vendor,FALSE,TRUE,0,155.35,155.35
WO00382,2/2/2024,2519,19,Preventative,Brake Pad Replacement,2.79,Lead_1,FALSE,FALSE,111.6,747.53,859.13
WO00383,2/2/2024,2519,19,Preventative,Air Filter Replacement,4.19,Tech_1,FALSE,FALSE,134.08,399.91,533.99
WO00384,2/14/2024,2519,19,Reactive,Blown Tire - Curb Damage,1.77,Assistant,FALSE,FALSE,38.94,763.18,802.12
WO00385,2/25/2024,2520,20,Reactive,Air Hose Leak,2.41,Vendor,FALSE,TRUE,0,414.76,414.76
WO00386,2/15/2024,2520,20,Reactive,Turbo Failure,4.36,Lead_2,FALSE,FALSE,174.4,357.35,531.75
WO00387,2/13/2024,2520,20,Reactive,Roadside Repair,1.61,Tech_2,FALSE,FALSE,51.52,684.13,735.65
WO00388,2/11/2024,2520,20,Reactive,Broken Headlight,1.11,Lead_2,FALSE,FALSE,44.4,67.85,112.25
WO00389,2/19/2024,2520,20,Preventative,Brake Pad Replacement,2.44,Lead_1,FALSE,FALSE,97.6,608.32,705.92
WO00390,2/24/2024,2520,20,Preventative,Brake Pad Replacement,1.18,Tech_1,FALSE,FALSE,37.76,78.21,115.97
WO00391,2/28/2024,2520,20,Preventative,Tire Replacement,3.27,Vendor,FALSE,TRUE,0,68.59,68.59
WO00392,2/4/2024,2520,20,Reactive,Electrical Fault,1.43,Lead_1,FALSE,FALSE,57.2,192.23,249.43
WO00393,2/20/2024,2520,20,Reactive,Electrical Fault,3.4,Tech_1,FALSE,FALSE,108.8,637.83,746.63
WO00394,2/3/2024,2520,20,Preventative,Tire Replacement,3.81,Lead_2,FALSE,FALSE,152.4,592.22,744.62
WO00395,2/22/2024,2520,20,Reactive,Turbo Failure,1.04,Lead_2,FALSE,FALSE,41.6,346.49,388.09
WO00396,2/15/2024,2521,21,Reactive,Broken Headlight,3.22,Lead_1,TRUE,FALSE,0,0,0
WO00397,2/24/2024,2521,21,Reactive,Check Engine Light,1.36,Tech_1,TRUE,FALSE,0,0,0
WO00398,2/21/2024,2521,21,Reactive,Engine Overheating,3.02,Assistant,TRUE,FALSE,0,0,0
WO00399,2/21/2024,2521,21,Reactive,Transmission Trouble,4.34,Tech_2,TRUE,FALSE,0,0,0
WO00400,2/4/2024,2521,21,Preventative,Tire Replacement,1.56,Assistant,TRUE,FALSE,0,0,0
WO00401,2/11/2024,2521,21,Reactive,Tire Repair,3.88,Lead_2,TRUE,FALSE,0,0,0
WO00402,2/23/2024,2521,21,Preventative,Air Filter Replacement,1.01,Lead_2,TRUE,FALSE,0,0,0
WO00403,2/2/2024,2521,21,Preventative,Tire Replacement,3.45,Lead_2,TRUE,FALSE,0,0,0
WO00404,2/8/2024,2521,21,Reactive,Transmission Trouble,2.96,Lead_2,TRUE,FALSE,0,0,0
WO00405,2/6/2024,2521,21,Preventative,Tire Replacement,4.32,Tech_2,TRUE,FALSE,0,0,0
WO00406,2/17/2024,2521,21,Reactive,Roadside Repair,3.65,Lead_1,TRUE,FALSE,0,0,0
WO00407,2/9/2024,2522,22,Reactive,Air Hose Leak,2.25,Lead_2,TRUE,FALSE,0,0,0
WO00408,2/1/2024,2522,22,Reactive,Engine Overheating,0.65,Tech_1,TRUE,FALSE,0,0,0
WO00409,2/28/2024,2522,22,Reactive,Transmission Trouble,3.8,Tech_2,TRUE,FALSE,0,0,0
WO00410,2/23/2024,2522,22,Reactive,Electrical Fault,4.08,Lead_2,TRUE,FALSE,0,0,0
WO00411,2/8/2024,2522,22,Preventative,Brake Pad Replacement,4.06,Tech_1,TRUE,FALSE,0,0,0
WO00412,2/23/2024,2522,22,Reactive,Coolant Leak,1.1,Lead_2,TRUE,FALSE,0,0,0
WO00413,2/1/2024,2523,23,Reactive,Tire Repair,0.69,Lead_1,TRUE,FALSE,0,0,0
WO00414,2/8/2024,2523,23,Preventative,Oil Change,3.37,Tech_2,TRUE,FALSE,0,0,0
WO00415,2/13/2024,2523,23,Reactive,Transmission Trouble,0.92,Lead_1,TRUE,FALSE,0,0,0
WO00416,2/17/2024,2523,23,Reactive,Roadside Repair,3.45,Tech_2,TRUE,FALSE,0,0,0
WO00417,2/26/2024,2523,23,Reactive,Tire Repair,4.47,Lead_2,TRUE,FALSE,0,0,0
WO00418,2/20/2024,2523,23,Reactive,Suspension Issue,3.15,Lead_2,TRUE,FALSE,0,0,0
WO00419,2/28/2024,2523,23,Preventative,Tire Replacement,2.15,Tech_2,TRUE,FALSE,0,0,0
WO00420,2/5/2024,2523,23,Reactive,Air Hose Leak,3.56,Tech_1,TRUE,FALSE,0,0,0
WO00421,2/10/2024,2523,23,Preventative,Oil Change,0.83,Tech_1,TRUE,FALSE,0,0,0
WO00422,2/17/2024,2524,24,Preventative,Brake Pad Replacement,3.58,Lead_2,TRUE,FALSE,0,0,0
WO00423,2/25/2024,2524,24,Reactive,Turbo Failure,3.17,Lead_2,TRUE,FALSE,0,0,0
WO00424,2/3/2024,2524,24,Preventative,Air Filter Replacement,2.96,Lead_1,TRUE,FALSE,0,0,0
WO00425,2/14/2024,2524,24,Preventative,Oil Change,4.34,Lead_2,TRUE,FALSE,0,0,0
WO00426,2/23/2024,2524,24,Preventative,Oil Change,4.37,Tech_2,TRUE,FALSE,0,0,0
WO00427,2/21/2024,2524,24,Preventative,Air Filter Replacement,2.4,Tech_1,TRUE,FALSE,0,0,0
WO00428,2/2/2024,2524,24,Reactive,Broken Headlight,2.83,Tech_1,TRUE,FALSE,0,0,0
WO00429,2/16/2024,2524,24,Reactive,Transmission Trouble,3.13,Lead_1,TRUE,FALSE,0,0,0
WO00430,2/11/2024,2524,24,Preventative,Oil Change,0.94,Tech_1,TRUE,FALSE,0,0,0
WO00431,2/23/2024,2525,25,Preventative,Oil Change,2,Tech_1,TRUE,FALSE,0,0,0
WO00432,2/14/2024,2525,25,Reactive,Tire Repair,2.95,Assistant,TRUE,FALSE,0,0,0
WO00433,2/22/2024,2525,25,Preventative,Brake Pad Replacement,4.21,Tech_2,TRUE,FALSE,0,0,0
WO00434,2/12/2024,2525,25,Preventative,Brake Pad Replacement,4.05,Assistant,TRUE,FALSE,0,0,0
WO00435,2/24/2024,2525,25,Reactive,EGR Valve Replacement,3.19,Tech_1,TRUE,FALSE,0,0,0
WO00436,2/23/2024,2525,25,Reactive,Blown Tire - Curb Damage,1.53,Lead_1,TRUE,FALSE,0,0,0
WO00437,2/15/2024,2525,25,Preventative,Brake Pad Replacement,3.52,Lead_1,TRUE,FALSE,0,0,0
WO00438,3/8/2024,2501,1,Reactive,Suspension Issue,1.22,Tech_1,FALSE,FALSE,39.04,62.01,101.05
WO00439,3/22/2024,2501,1,Reactive,Suspension Issue,2.66,Lead_2,FALSE,FALSE,106.4,587.8,694.2
WO00440,3/2/2024,2501,1,Preventative,Air Filter Replacement,3.77,Assistant,FALSE,FALSE,82.94,186.54,269.48
WO00441,3/19/2024,2501,1,Preventative,Air Filter Replacement,2.15,Tech_1,FALSE,FALSE,68.8,611.38,680.18
WO00442,3/1/2024,2501,1,Reactive,Coolant Leak,2.76,Lead_1,FALSE,FALSE,110.4,557.33,667.73
WO00443,3/7/2024,2501,1,Reactive,Check Engine Light,2.24,Lead_1,FALSE,FALSE,89.6,145.46,235.06
WO00444,3/26/2024,2501,1,Preventative,Oil Change,3.41,Assistant,FALSE,FALSE,75.02,793.61,868.63
WO00445,3/8/2024,2501,1,Preventative,Brake Pad Replacement,3.13,Tech_2,FALSE,FALSE,100.16,262.52,362.68
WO00446,3/21/2024,2501,1,Reactive,Fuel System Issue,1.25,Tech_1,FALSE,FALSE,40,297.2,337.2
WO00447,3/13/2024,2501,1,Reactive,Check Engine Light,3.89,Tech_1,FALSE,FALSE,124.48,675.17,799.65
WO00448,3/17/2024,2502,2,Preventative,Oil Change,3.53,Tech_2,FALSE,FALSE,112.96,549.14,662.1
WO00449,3/16/2024,2502,2,Preventative,Air Filter Replacement,4.01,Assistant,FALSE,FALSE,88.22,797.14,885.36
WO00450,3/4/2024,2502,2,Preventative,Tire Replacement,3.62,Assistant,FALSE,FALSE,79.64,189.42,269.06
WO00451,3/26/2024,2502,2,Preventative,Tire Replacement,3.28,Lead_1,FALSE,FALSE,131.2,22.51,153.71
WO00452,3/6/2024,2502,2,Preventative,Air Filter Replacement,2.05,Tech_2,FALSE,FALSE,65.6,333.82,399.42
WO00453,3/7/2024,2502,2,Reactive,Coolant Leak,0.76,Assistant,FALSE,FALSE,16.72,472.39,489.11
WO00454,3/23/2024,2502,2,Reactive,Fuel System Issue,2.45,Vendor,FALSE,TRUE,0,487.51,487.51
WO00455,3/19/2024,2502,2,Preventative,Brake Pad Replacement,2.49,Tech_1,FALSE,FALSE,79.68,80.11,159.79
